Date,SP500 Price,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2
2016-01-08,1922.03,-0.08448609300046166,-0.07768117100731572,-0.030643502852440104,-0.057922369729494966,-0.0068966796127819,-0.0129413773179185
2016-01-11,1923.67,-0.08552492736132805,-0.08060452111423243,-0.018183897723550203,-0.05599939491758387,-0.0076270891005346,-0.0184506716302887
2016-01-12,1938.68,-0.07347506516744017,-0.07562233798949122,0.0028425136709310968,-0.029646582513238668,0.0009758667481023,-0.008696938225599
2016-01-13,1890.28,-0.10180444972675265,-0.09293530390134543,-0.0340325772910815,-0.08990851044243607,-0.0309511961610509,-0.0282727252299507
2016-01-14,1921.84,-0.09201174679836426,-0.08069329413831072,-0.032541536748652004,-0.07849949009995097,0.0253400661102417,0.010144760996105
2016-01-15,1880.33,-0.09858615863055925,-0.08659967108500663,-0.046903616635412905,-0.09207673779024957,-0.0209408714214084,-0.0201102151052379
2016-01-19,1881.33,-0.11605457864794326,-0.09326902933067543,-0.0347700117527604,-0.08580109468417636,-0.0277865650982568,-0.0167350793217594
2016-01-20,1859.33,-0.13052504191457964,-0.09911345135030812,-0.0354184489509323,-0.10384763782528296,0.01466116090237,-0.0026428055736103
2016-01-21,1868.99,-0.11968207069026797,-0.09628234941363764,-0.00935005554086741,-0.11114619895042208,0.0263585776589102,0.0094161375712338
2016-01-22,1906.9,-0.10232832789414226,-0.08540333704697065,0.013857116815638894,-0.08863661154463716,0.026711593993812,0.0226335294436672
2016-01-25,1877.08,-0.11864514069456766,-0.09176873578283554,0.005594623614448395,-0.10806999205368166,-0.009831043250409,-0.0142756358214892
2016-01-26,1903.63,-0.10279125647676127,-0.08419004281955143,0.027341045799777294,-0.11021661317133977,0.0066323689319618,0.0196086932527507
2016-01-27,1882.95,-0.11596706843332616,-0.09394948591900253,0.022408089487779392,-0.15937070929598487,0.004883555331463,-0.0083891874910885
2016-01-28,1893.36,-0.11793618498187126,-0.10788941323974494,0.021269893938488094,-0.15470625956806727,0.0034730123580145,0.002787869202015
2016-01-29,1940.24,-0.09602263475423006,-0.09535944304180473,0.04487419961827109,-0.13851510587535948,-0.0013815068553586,0.024831350103651
2016-02-01,1939.38,-0.09304239209377507,-0.09330215541652984,0.035191000925890795,-0.13793369667074037,0.0094052660175133,-0.0010737474457484
2016-02-02,1903.03,-0.11319171045185256,-0.10583101008305683,0.018702731058174098,-0.17291361193923938,0.0035683965320518,-0.0195191239384757
2016-02-03,1912.53,-0.10986300756445566,-0.10434131543033923,0.008442289941907693,-0.1855718570271576,-0.0090385154170703,0.012126661258055
2016-02-04,1915.45,-0.09311975554655327,-0.10496337377002772,0.009081778236792494,-0.16860340479002636,0.0022593651540228,0.008590266896946
2016-02-05,1880.05,-0.11688386118551276,-0.11372789259554313,-0.014270314994816406,-0.23861418514302918,-0.0170022072464132,-0.0152458441292204
2016-02-08,1853.44,-0.14173605481483736,-0.13242161412426082,-0.03508084873450731,-0.24940156772888405,-0.0134354544160084,-0.0213276664208553
2016-02-09,1852.21,-0.14591810211465625,-0.13136463479613214,-0.027461585955583605,-0.24414608522493908,0.0105597345547408,-0.0150555765532256
2016-02-10,1851.86,-0.14568268286760075,-0.12788671325098636,-0.020978377128726404,-0.2312216258870919,0.0103261262212424,-0.0018569366429309
2016-02-11,1829.08,-0.14888659188739825,-0.12836678819598746,-0.019717428340305404,-0.23193910925359007,-0.0019936969448812,-0.0141780249415227
2016-02-12,1864.78,-0.15213476316175456,-0.1282868489423955,-0.020730798689697502,-0.2329560996218767,0.0056179291797671,0.0194138428848134
2016-02-16,1895.58,-0.12679475675744944,-0.1119934813875686,-0.0019547420068545037,-0.1850968369750426,0.0189529422757012,0.0225319372880092
2016-02-17,1926.83,-0.09752392493338606,-0.09199930706589658,0.0298745759971947,-0.14831184519525806,0.0170859876101279,0.0190830969466901
2016-02-18,1917.83,-0.10115382734002257,-0.10370856782262688,0.020926264594265796,-0.16673448486006875,-0.0055041390838234,-0.0048303093112712
2016-02-19,1917.78,-0.10934723461843165,-0.11237304416311988,0.011699392216148699,-0.17676076823077108,0.0034546804915155,0.0002439892122503
